fecha,activo,direction,monto,resultado,ganancia_perdida,rsi_9,rsi_14,sma_5,sma_20,cruce_sma,breakout,rsi_reversion,racha_actual,es_rebote,ciclo_martingala,payout_total,payout_multiplier,puntaje_estrategia,result_bin,trade_status,epoch,ts,ia_prob_en_juego,ia_prob_source,ia_decision_id,ia_gate_real,ia_modo_ack,ia_ready_ack,close_0,close_1,close_2,close_3,close_4,close_5,close_6,close_7,close_8,close_9,close_10,close_11,close_12,close_13,close_14,close_15,close_16,close_17,close_18,close_19
2026-03-18 13:58:27,1HZ100V,PUT,4.0,PENDIENTE,,16.66,35.16,1728.536,1731.86,1,1,0,-2,0,3,7.81,1.9525,0.666667,,PRE_TRADE,1773860307,2026-03-18T18:58:27.577426+00:00,,,fulll45|1773860307|C3|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T18:58:27.576424+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:00:31,1HZ100V,PUT,4.0,PÉRDIDA,-4.0,16.66,35.16,1728.536,1731.86,1,1,0,-2,0,3,7.81,1.9525,0.666667,0,CERRADO,1773860307,2026-03-18T19:00:31.547753+00:00,0.6562148809523812,SENAL,fulll45|1773860307|C3|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T18:58:27.576424+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:01:18,1HZ10V,PUT,8.0,PENDIENTE,,55.0,37.23,9682.256,9684.0105,1,1,0,-3,0,4,15.62,1.9525,0.666667,,PRE_TRADE,1773860478,2026-03-18T19:01:18.854849+00:00,,,fulll45|1773860478|C4|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:01:18.853814+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:03:22,1HZ10V,PUT,8.0,GANANCIA,7.62,55.0,37.23,9682.256,9684.0105,1,1,0,-3,0,4,15.62,1.9525,0.666667,1,CERRADO,1773860478,2026-03-18T19:03:22.786558+00:00,0.6401687500000002,SENAL,fulll45|1773860478|C4|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:01:18.853814+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:04:10,1HZ50V,CALL,1.0,PENDIENTE,,46.11,48.92,324315.644,324175.5115,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773860650,2026-03-18T19:04:10.093406+00:00,,,fulll45|1773860650|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:04:10.093406+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:06:13,1HZ50V,CALL,1.0,GANANCIA,0.95,46.11,48.92,324315.644,324175.5115,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773860650,2026-03-18T19:06:13.650863+00:00,0.6633333333333334,HUD,fulll45|1773860650|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:04:10.093406+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:07:37,1HZ100V,PUT,1.0,PENDIENTE,,40.06,34.25,1719.1399999999999,1726.5545000000002,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773860857,2026-03-18T19:07:37.262268+00:00,,,fulll45|1773860857|C1|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:07:37.262268+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:09:40,1HZ100V,PUT,1.0,PÉRDIDA,-1.0,40.06,34.25,1719.1399999999999,1726.5545000000002,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1773860857,2026-03-18T19:09:40.867278+00:00,0.6633333333333334,HUD,fulll45|1773860857|C1|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:07:37.262268+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:10:27,1HZ25V,CALL,2.0,PENDIENTE,,40.22,45.5,858037.024,857744.0200000001,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773861027,2026-03-18T19:10:27.977546+00:00,,,fulll45|1773861027|C2|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:10:27.977042+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:12:31,1HZ25V,CALL,2.0,GANANCIA,1.91,40.22,45.5,858037.024,857744.0200000001,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773861027,2026-03-18T19:12:31.724681+00:00,0.6636666666666667,HUD,fulll45|1773861027|C2|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:10:27.977042+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:13:18,1HZ10V,PUT,1.0,PENDIENTE,,40.4,44.09,9682.488000000001,9682.6005,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773861198,2026-03-18T19:13:18.300655+00:00,,,fulll45|1773861198|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:13:18.298471+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:15:22,1HZ10V,PUT,1.0,PÉRDIDA,-1.0,40.4,44.09,9682.488000000001,9682.6005,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773861198,2026-03-18T19:15:22.444373+00:00,0.6633333333333334,HUD,fulll45|1773861198|C1|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:13:18.298471+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:16:29,1HZ75V,PUT,2.0,PENDIENTE,,56.71,56.82,3877.2059999999997,3877.6935000000003,1,1,0,-1,0,2,3.9,1.95,0.666667,,PRE_TRADE,1773861389,2026-03-18T19:16:29.295344+00:00,,,fulll45|1773861389|C2|1HZ75V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:16:29.295344+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:18:32,1HZ75V,PUT,2.0,PÉRDIDA,-2.0,56.71,56.82,3877.2059999999997,3877.6935000000003,1,1,0,-1,0,2,3.9,1.95,0.666667,0,CERRADO,1773861389,2026-03-18T19:18:32.965145+00:00,0.6633333333333334,HUD,fulll45|1773861389|C2|1HZ75V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:16:29.295344+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:19:19,1HZ100V,CALL,4.0,PENDIENTE,,49.35,45.12,1723.17,1720.2754999999997,1,1,0,-2,0,3,7.82,1.955,0.666667,,PRE_TRADE,1773861559,2026-03-18T19:19:19.674950+00:00,,,fulll45|1773861559|C3|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:19:19.673911+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:21:22,1HZ100V,CALL,4.0,GANANCIA,3.82,49.35,45.12,1723.17,1720.2754999999997,1,1,0,-2,0,3,7.82,1.955,0.666667,1,CERRADO,1773861559,2026-03-18T19:21:22.982390+00:00,0.6636666666666667,HUD,fulll45|1773861559|C3|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:19:19.673911+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:22:09,1HZ75V,CALL,1.0,PENDIENTE,,51.99,58.16,3886.6520000000005,3879.9735,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773861729,2026-03-18T19:22:09.401274+00:00,,,fulll45|1773861729|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:22:09.401274+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:24:13,1HZ75V,CALL,1.0,PÉRDIDA,-1.0,51.99,58.16,3886.6520000000005,3879.9735,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773861729,2026-03-18T19:24:13.013741+00:00,0.6633333333333334,HUD,fulll45|1773861729|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:22:09.401274+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:25:05,1HZ25V,CALL,2.0,PENDIENTE,,30.68,39.99,857932.752,857915.0085000001,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773861905,2026-03-18T19:25:05.567743+00:00,,,fulll45|1773861905|C2|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:25:05.567743+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:27:09,1HZ25V,CALL,2.0,PÉRDIDA,-2.0,30.68,39.99,857932.752,857915.0085000001,1,1,0,-1,0,2,3.91,1.955,0.666667,0,CERRADO,1773861905,2026-03-18T19:27:09.479295+00:00,0.6636666666666667,HUD,fulll45|1773861905|C2|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:25:05.567743+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:27:56,1HZ10V,PUT,4.0,PENDIENTE,,35.12,25.22,9675.993999999999,9679.8255,1,1,1,-2,0,3,7.81,1.9525,1.0,,PRE_TRADE,1773862076,2026-03-18T19:27:56.471166+00:00,,,fulll45|1773862076|C3|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:27:56.471166+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:29:59,1HZ10V,PUT,4.0,GANANCIA,3.81,35.12,25.22,9675.993999999999,9679.8255,1,1,1,-2,0,3,7.81,1.9525,1.0,1,CERRADO,1773862076,2026-03-18T19:29:59.972342+00:00,0.7035000000000001,HUD,fulll45|1773862076|C3|1HZ10V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:27:56.471166+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:31:23,1HZ50V,CALL,1.0,PENDIENTE,,46.86,48.56,323897.698,323527.267,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773862283,2026-03-18T19:31:23.225726+00:00,,,fulll45|1773862283|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:31:23.225726+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:33:27,1HZ50V,CALL,1.0,GANANCIA,0.95,46.86,48.56,323897.698,323527.267,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773862283,2026-03-18T19:33:27.253680+00:00,0.6633333333333334,HUD,fulll45|1773862283|C1|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:31:23.225726+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:34:32,1HZ75V,CALL,1.0,PENDIENTE,,70.65,64.1,3887.172,3886.6175000000003,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773862472,2026-03-18T19:34:32.309693+00:00,,,fulll45|1773862472|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:34:32.309693+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:36:36,1HZ75V,CALL,1.0,PÉRDIDA,-1.0,70.65,64.1,3887.172,3886.6175000000003,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1773862472,2026-03-18T19:36:36.295586+00:00,0.6633333333333334,HUD,fulll45|1773862472|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:34:32.309693+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:38:24,1HZ75V,CALL,2.0,PENDIENTE,,55.77,59.7,3892.3019999999997,3889.5170000000007,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773862704,2026-03-18T19:38:24.383305+00:00,,,fulll45|1773862704|C2|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:38:24.383305+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:40:27,1HZ75V,CALL,2.0,GANANCIA,1.91,55.77,59.7,3892.3019999999997,3889.5170000000007,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773862704,2026-03-18T19:40:27.965305+00:00,0.6636666666666667,HUD,fulll45|1773862704|C2|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:38:24.383305+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:41:32,1HZ75V,CALL,1.0,PENDIENTE,,64.82,54.31,3895.7299999999996,3891.3015000000005,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773862892,2026-03-18T19:41:32.672974+00:00,,,fulll45|1773862892|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:41:32.670945+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:43:36,1HZ75V,CALL,1.0,GANANCIA,0.95,64.82,54.31,3895.7299999999996,3891.3015000000005,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773862892,2026-03-18T19:43:36.311153+00:00,0.6633333333333334,HUD,fulll45|1773862892|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:41:32.670945+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:44:23,1HZ75V,CALL,1.0,PENDIENTE,,71.2,65.41,3903.0800000000004,3893.0049999999997,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773863063,2026-03-18T19:44:23.026932+00:00,,,fulll45|1773863063|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:44:23.026932+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:46:26,1HZ75V,CALL,1.0,PÉRDIDA,-1.0,71.2,65.41,3903.0800000000004,3893.0049999999997,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1773863063,2026-03-18T19:46:26.651700+00:00,0.6496500000000001,SENAL,fulll45|1773863063|C1|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:44:23.026932+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:48:55,1HZ100V,PUT,2.0,PENDIENTE,,37.77,42.85,1718.1659999999997,1723.3395,1,1,0,-1,0,2,3.9,1.95,0.666667,,PRE_TRADE,1773863335,2026-03-18T19:48:55.161964+00:00,,,fulll45|1773863335|C2|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:48:55.161964+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:50:58,1HZ100V,PUT,2.0,GANANCIA,1.9,37.77,42.85,1718.1659999999997,1723.3395,1,1,0,-1,0,2,3.9,1.95,0.666667,1,CERRADO,1773863335,2026-03-18T19:50:58.933444+00:00,0.6633333333333334,HUD,fulll45|1773863335|C2|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:48:55.161964+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:51:45,1HZ100V,PUT,1.0,PENDIENTE,,19.2,36.8,1715.98,1721.3455000000001,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773863505,2026-03-18T19:51:45.647155+00:00,,,fulll45|1773863505|C1|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:51:45.646156+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:53:49,1HZ100V,PUT,1.0,PÉRDIDA,-1.0,19.2,36.8,1715.98,1721.3455000000001,1,1,0,1,0,1,1.95,1.95,0.666667,0,CERRADO,1773863505,2026-03-18T19:53:49.754287+00:00,0.6633333333333334,HUD,fulll45|1773863505|C1|1HZ100V|PUT|BUOUMG8VGG7BUHW|2026-03-18T19:51:45.646156+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:54:36,1HZ50V,CALL,2.0,PENDIENTE,,25.88,38.76,323956.01800000004,323731.27699999994,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773863676,2026-03-18T19:54:36.595571+00:00,,,fulll45|1773863676|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:54:36.594351+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:56:40,1HZ50V,CALL,2.0,PÉRDIDA,-2.0,25.88,38.76,323956.01800000004,323731.27699999994,1,1,0,-1,0,2,3.91,1.955,0.666667,0,CERRADO,1773863676,2026-03-18T19:56:40.496659+00:00,0.689864166666667,SENAL,fulll45|1773863676|C2|1HZ50V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:54:36.594351+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:57:28,1HZ25V,CALL,4.0,PENDIENTE,,77.83,51.73,858834.5460000001,857924.416,1,1,0,-2,0,3,7.81,1.9525,0.666667,,PRE_TRADE,1773863848,2026-03-18T19:57:28.291495+00:00,,,fulll45|1773863848|C3|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:57:28.290437+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 14:59:32,1HZ25V,CALL,4.0,GANANCIA,3.81,77.83,51.73,858834.5460000001,857924.416,1,1,0,-2,0,3,7.81,1.9525,0.666667,1,CERRADO,1773863848,2026-03-18T19:59:32.039424+00:00,0.6635000000000001,HUD,fulll45|1773863848|C3|1HZ25V|CALL|BUOUMG8VGG7BUHW|2026-03-18T19:57:28.290437+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:00:20,1HZ100V,CALL,1.0,PENDIENTE,,51.37,58.95,1727.1919999999998,1721.0729999999996,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773864020,2026-03-18T20:00:20.443361+00:00,,,fulll45|1773864020|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:00:20.443361+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:02:24,1HZ100V,CALL,1.0,GANANCIA,0.95,51.37,58.95,1727.1919999999998,1721.0729999999996,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773864020,2026-03-18T20:02:24.457542+00:00,0.6633333333333334,HUD,fulll45|1773864020|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:00:20.443361+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:03:16,1HZ100V,CALL,1.0,PENDIENTE,,60.94,60.83,1727.94,1721.9615,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773864196,2026-03-18T20:03:16.491118+00:00,,,fulll45|1773864196|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:03:16.491118+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:05:20,1HZ100V,CALL,1.0,PÉRDIDA,-1.0,60.94,60.83,1727.94,1721.9615,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1773864196,2026-03-18T20:05:20.511251+00:00,0.6496500000000001,SENAL,fulll45|1773864196|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:03:16.491118+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:06:25,1HZ75V,CALL,2.0,PENDIENTE,,54.08,47.63,3911.482000000001,3904.9805,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773864385,2026-03-18T20:06:25.798888+00:00,,,fulll45|1773864385|C2|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:06:25.798888+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:08:29,1HZ75V,CALL,2.0,GANANCIA,1.91,54.08,47.63,3911.482000000001,3904.9805,1,1,0,-1,0,2,3.91,1.955,0.666667,1,CERRADO,1773864385,2026-03-18T20:08:29.330330+00:00,0.6636666666666667,HUD,fulll45|1773864385|C2|1HZ75V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:06:25.798888+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:09:16,1HZ100V,CALL,1.0,PENDIENTE,,43.43,43.92,1725.5459999999998,1724.1485,1,1,0,1,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773864556,2026-03-18T20:09:16.585621+00:00,,,fulll45|1773864556|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:09:16.585621+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:11:20,1HZ100V,CALL,1.0,GANANCIA,0.95,43.43,43.92,1725.5459999999998,1724.1485,1,1,0,1,0,1,1.95,1.95,0.666667,1,CERRADO,1773864556,2026-03-18T20:11:20.537180+00:00,0.6633333333333334,HUD,fulll45|1773864556|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:09:16.585621+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:12:09,1HZ100V,CALL,1.0,PENDIENTE,,44.31,43.96,1727.92,1726.1829999999998,1,1,0,2,0,1,1.95,1.95,0.666667,,PRE_TRADE,1773864729,2026-03-18T20:12:09.589847+00:00,,,fulll45|1773864729|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:12:09.587906+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:14:14,1HZ100V,CALL,1.0,PÉRDIDA,-1.0,44.31,43.96,1727.92,1726.1829999999998,1,1,0,2,0,1,1.95,1.95,0.666667,0,CERRADO,1773864729,2026-03-18T20:14:14.042469+00:00,0.650449059139785,SENAL,fulll45|1773864729|C1|1HZ100V|CALL|BUOUMG8VGG7BUHW|2026-03-18T20:12:09.587906+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:15:21,1HZ50V,PUT,2.0,PENDIENTE,,58.12,60.01,323510.004,323855.2614999999,1,1,0,-1,0,2,3.91,1.955,0.666667,,PRE_TRADE,1773864921,2026-03-18T20:15:21.236987+00:00,,,fulll45|1773864921|C2|1HZ50V|PUT|BUOUMG8VGG7BUHW|2026-03-18T20:15:21.236987+00:00,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18 15:17:25,1HZ50V,PUT,2.0,PÉRDIDA,-2.0,58.12,60.01,323510.004,323855.2614999999,1,1,0,-1,0,2,3.91,1.955,0.666667,0,CERRADO,1773864921,2026-03-18T20:17:25.330428+00:00,0.6148000000000001,SENAL,fulll45|1773864921|C2|1HZ50V|PUT|BUOUMG8VGG7BUHW|2026-03-18T20:15:21.236987+00:00,0.6,LOW_DATA,True,,,,,,,,,,,,,,,,,,,,
